CODE_OPERATION;CODE_STATION;DATE;CODE_PAR;LIB_PAR;RESULTAT
032272962024070210;03227296;02/07/2024;5856;IBD;13.8
032401002024070210;03240100;02/07/2024;5856;IBD;14.4
032555802024062810;03255580;28/06/2024;5856;IBD;13.4
032640002024062810;03264000;28/06/2024;5856;IBD;14.2
032469202024062610;03246920;26/06/2024;5856;IBD;14.8
032459702024062510;03245970;25/06/2024;5856;IBD;14.7
032463002024062510;03246300;25/06/2024;5856;IBD;15.3
032547702024061310;03254770;13/06/2024;5856;IBD;14.4
032578002024061310;03257800;13/06/2024;5856;IBD;14
032616002024061210;03261600;12/06/2024;5856;IBD;20
032537802024061110;03253780;11/06/2024;5856;IBD;13.8
032556502023100410;03255650;04/10/2023;5856;IBD;13.4
032472102023100310;03247210;03/10/2023;5856;IBD;12.3
032469202023100210;03246920;02/10/2023;5856;IBD;14.7
032543702023091910;03254370;19/09/2023;5856;IBD;12.4
032419572023091310;03241957;13/09/2023;5856;IBD;12.8
032367302023091210;03236730;12/09/2023;5856;IBD;15
032415902023091210;03241590;12/09/2023;5856;IBD;14.4
032363952023091210;03236395;12/09/2023;5856;IBD;13.8
032263002023091110;03226300;11/09/2023;5856;IBD;15
032507972023090610;03250797;06/09/2023;5856;IBD;12.8
032504302023090610;03250430;06/09/2023;5856;IBD;14
032504752023090610;03250475;06/09/2023;5856;IBD;12.2
032459702023090510;03245970;05/09/2023;5856;IBD;15.2
032463002023090510;03246300;05/09/2023;5856;IBD;15.6
032339802023083110;03233980;31/08/2023;5856;IBD;14.8
032342152023083010;03234215;30/08/2023;5856;IBD;15.7
032346502023082910;03234650;29/08/2023;5856;IBD;13.1
032349562023082910;03234956;29/08/2023;5856;IBD;14.1
032411702023082810;03241170;28/08/2023;5856;IBD;15.4
032484012023082810;03248401;28/08/2023;5856;IBD;14.1
032265402023081810;03226540;18/08/2023;5856;IBD;13.4
032314902023081710;03231490;17/08/2023;5856;IBD;15.2
032324502023081710;03232450;17/08/2023;5856;IBD;14.3
032260002023081610;03226000;16/08/2023;5856;IBD;15.8
032320802023081610;03232080;16/08/2023;5856;IBD;14.2
032317402023081610;03231740;16/08/2023;5856;IBD;14.2
032401002023073110;03240100;31/07/2023;5856;IBD;16.4
032266402023072710;03226640;27/07/2023;5856;IBD;15.2
032700002023072710;03270000;27/07/2023;5856;IBD;14.4
032714152023072710;03271415;27/07/2023;5856;IBD;13.1
032694382023072710;03269438;27/07/2023;5856;IBD;14.4
032703902023072710;03270390;27/07/2023;5856;IBD;15.4
032710002023072710;03271000;27/07/2023;5856;IBD;13.6
031740002023072710;03174000;27/07/2023;5856;IBD;9.5
041237602023072610;04123760;26/07/2023;5856;IBD;17.1
032272962023072610;03227296;26/07/2023;5856;IBD;14.4
032310652023072610;03231065;26/07/2023;5856;IBD;16.1
032271002023072610;03227100;26/07/2023;5856;IBD;12.5
041110002023072610;04111000;26/07/2023;5856;IBD;14.3
032719652023072610;03271965;26/07/2023;5856;IBD;13.3
041231002023072610;04123100;26/07/2023;5856;IBD;17.9
041107002023072510;04110700;25/07/2023;5856;IBD;15.3
041156752023072510;04115675;25/07/2023;5856;IBD;14.9
041155802023072510;04115580;25/07/2023;5856;IBD;14.5
031917002023072510;03191700;25/07/2023;5856;IBD;10.8
032310002023072510;03231000;25/07/2023;5856;IBD;13.8
032451002023072510;03245100;25/07/2023;5856;IBD;14.9
031985302023072510;03198530;25/07/2023;5856;IBD;15.4
031992002023072510;03199200;25/07/2023;5856;IBD;14.2
031970002023072510;03197000;25/07/2023;5856;IBD;14.2
032286902023072410;03228690;24/07/2023;5856;IBD;15.2
032551802023071810;03255180;18/07/2023;5856;IBD;15.9
032555802023071710;03255580;17/07/2023;5856;IBD;13.1
032640002023070710;03264000;07/07/2023;5856;IBD;13.4
032649652023070510;03264965;05/07/2023;5856;IBD;14.2
032656002023070410;03265600;04/07/2023;5856;IBD;13.8
032547702023070410;03254770;04/07/2023;5856;IBD;15.4
032659932023070410;03265993;04/07/2023;5856;IBD;13.8
032657102023070410;03265710;04/07/2023;5856;IBD;13.2
032726852023070410;03272685;04/07/2023;5856;IBD;12.7
032578002023062910;03257800;29/06/2023;5856;IBD;13
032537802023062810;03253780;28/06/2023;5856;IBD;14.8
032616002023062710;03261600;27/06/2023;5856;IBD;17
032120902023062310;03212090;23/06/2023;5856;IBD;13.2
031750002023062210;03175000;22/06/2023;5856;IBD;14.6
031746952023062210;03174695;22/06/2023;5856;IBD;13.6
031769452023062110;03176945;21/06/2023;5856;IBD;15.2
032227802023061610;03222780;16/06/2023;5856;IBD;17
031946202023060710;03194620;07/06/2023;5856;IBD;15.2
032174002023051910;03217400;19/05/2023;5856;IBD;13.9
032160002023051910;03216000;19/05/2023;5856;IBD;15.3
032215002023051910;03221500;19/05/2023;5856;IBD;15.7
032170002023051910;03217000;19/05/2023;5856;IBD;15.4
032142402023051810;03214240;18/05/2023;5856;IBD;14.6
031780002023051810;03178000;18/05/2023;5856;IBD;15.5
031788352023051810;03178835;18/05/2023;5856;IBD;15.4
031786602023051710;03178660;17/05/2023;5856;IBD;15.3
031801002023051710;03180100;17/05/2023;5856;IBD;15
032022502023051710;03202250;17/05/2023;5856;IBD;15.5
032040002023051710;03204000;17/05/2023;5856;IBD;15.8
032050002023051610;03205000;16/05/2023;5856;IBD;14.4
032070202023051610;03207020;16/05/2023;5856;IBD;16.5
032232002023050510;03223200;05/05/2023;5856;IBD;15.7
032224182023050410;03222418;04/05/2023;5856;IBD;15.3
032197802023050310;03219780;03/05/2023;5856;IBD;14.7
032310002022092110;03231000;21/09/2022;5856;IBD;13.5
032543702022092110;03254370;21/09/2022;5856;IBD;12.7
031801002022092010;03180100;20/09/2022;5856;IBD;15.3
031992002022092010;03199200;20/09/2022;5856;IBD;15
032232002022091910;03223200;19/09/2022;5856;IBD;16.1
041155802022090910;04115580;09/09/2022;5856;IBD;14
041107002022090810;04110700;08/09/2022;5856;IBD;15
041156752022090810;04115675;08/09/2022;5856;IBD;14.8
031903002022090710;03190300;07/09/2022;5856;IBD;15.8
041237602022090710;04123760;07/09/2022;5856;IBD;13.8
041231002022090710;04123100;07/09/2022;5856;IBD;15.7
032726852022083010;03272685;30/08/2022;5856;IBD;12
032719652022082510;03271965;25/08/2022;5856;IBD;10.8
031740002022082510;03174000;25/08/2022;5856;IBD;12.4
032556502022082410;03255650;24/08/2022;5856;IBD;13.2
032649652022082310;03264965;23/08/2022;5856;IBD;14
032616002022082310;03261600;23/08/2022;5856;IBD;18.5
032640002022082310;03264000;23/08/2022;5856;IBD;13.8
032659932022082210;03265993;22/08/2022;5856;IBD;12.9
032657102022082210;03265710;22/08/2022;5856;IBD;11.1
032656002022082210;03265600;22/08/2022;5856;IBD;12.5
032463002022081110;03246300;11/08/2022;5856;IBD;15
032469202022081010;03246920;10/08/2022;5856;IBD;14.6
032472102022080810;03247210;08/08/2022;5856;IBD;13.1
032507972022080410;03250797;04/08/2022;5856;IBD;13.5
032419572022080310;03241957;03/08/2022;5856;IBD;13.4
032363952022080210;03236395;02/08/2022;5856;IBD;6.4
032174002022080210;03217400;02/08/2022;5856;IBD;16
032170002022080210;03217000;02/08/2022;5856;IBD;15.8
032504302022080210;03250430;02/08/2022;5856;IBD;13.9
032504752022080210;03250475;02/08/2022;5856;IBD;10.9
032367302022080210;03236730;02/08/2022;5856;IBD;12.9
032411702022080110;03241170;01/08/2022;5856;IBD;13.1
032415902022072810;03241590;28/07/2022;5856;IBD;12.9
032451002022072710;03245100;27/07/2022;5856;IBD;15.6
032484012022072710;03248401;27/07/2022;5856;IBD;11.9
032310652022072610;03231065;26/07/2022;5856;IBD;16.7
032314902022072610;03231490;26/07/2022;5856;IBD;14.8
041110002022072610;04111000;26/07/2022;5856;IBD;12.4
032317402022072210;03231740;22/07/2022;5856;IBD;15.9
032260002022072210;03226000;22/07/2022;5856;IBD;16
032555802022072110;03255580;21/07/2022;5856;IBD;13.4
032551802022072110;03255180;21/07/2022;5856;IBD;15.3
032265402022072110;03226540;21/07/2022;5856;IBD;15.1
032547702022072110;03254770;21/07/2022;5856;IBD;13.6
032266402022072110;03226640;21/07/2022;5856;IBD;14.6
032324502022072110;03232450;21/07/2022;5856;IBD;13.7
032272962022072010;03227296;20/07/2022;5856;IBD;15.6
032537802022072010;03253780;20/07/2022;5856;IBD;14
032263002022072010;03226300;20/07/2022;5856;IBD;15.1
032271002022072010;03227100;20/07/2022;5856;IBD;12.7
032578002022072010;03257800;20/07/2022;5856;IBD;12.9
032349562022071210;03234956;12/07/2022;5856;IBD;16.4
032346502022071110;03234650;11/07/2022;5856;IBD;13.8
032401002022071110;03240100;11/07/2022;5856;IBD;15.5
032050002022070110;03205000;01/07/2022;5856;IBD;15.9
032215002022063010;03221500;30/06/2022;5856;IBD;14.9
032022502022062910;03202250;29/06/2022;5856;IBD;12.7
031788352022062910;03178835;29/06/2022;5856;IBD;15.9
032070202022062810;03207020;28/06/2022;5856;IBD;15.4
032459702022062810;03245970;28/06/2022;5856;IBD;15
032703902022062110;03270390;21/06/2022;5856;IBD;12.6
032710002022062110;03271000;21/06/2022;5856;IBD;10
032700002022062010;03270000;20/06/2022;5856;IBD;14.4
032694382022062010;03269438;20/06/2022;5856;IBD;13.8
032714152022062010;03271415;20/06/2022;5856;IBD;12.3
031985302022061710;03198530;17/06/2022;5856;IBD;15.4
031917002022061610;03191700;16/06/2022;5856;IBD;14.3
031780002022061610;03178000;16/06/2022;5856;IBD;15.1
031769452022061610;03176945;16/06/2022;5856;IBD;15.8
032227802022061510;03222780;15/06/2022;5856;IBD;16
031786602022061510;03178660;15/06/2022;5856;IBD;15.7
031750002022061510;03175000;15/06/2022;5856;IBD;15.9
031746952022061510;03174695;15/06/2022;5856;IBD;12.8
032342152022060910;03234215;09/06/2022;5856;IBD;15.9
032339802022060810;03233980;08/06/2022;5856;IBD;15
032120902022052710;03212090;27/05/2022;5856;IBD;14.9
032160002022052610;03216000;26/05/2022;5856;IBD;14.3
032040002022051910;03204000;19/05/2022;5856;IBD;16.3
032142402022051810;03214240;18/05/2022;5856;IBD;15.1
032286902022051710;03228690;17/05/2022;5856;IBD;15.2
032320802022051710;03232080;17/05/2022;5856;IBD;15.1
032224182022051210;03222418;12/05/2022;5856;IBD;17.4
031946202022051110;03194620;11/05/2022;5856;IBD;15.3
031970002022051110;03197000;11/05/2022;5856;IBD;16.3
032197802022051110;03219780;11/05/2022;5856;IBD;15.3
032120902021102110;03212090;21/10/2021;5856;IBD;15.3
031740002021101910;03174000;19/10/2021;5856;IBD;13.9
032367302021092310;03236730;23/09/2021;5856;IBD;16
032415902021092310;03241590;23/09/2021;5856;IBD;14
032419572021092210;03241957;22/09/2021;5856;IBD;14.5
032363952021092210;03236395;22/09/2021;5856;IBD;15.4
032543702021092210;03254370;22/09/2021;5856;IBD;10.8
032310002021092210;03231000;22/09/2021;5856;IBD;15.2
032346502021092110;03234650;21/09/2021;5856;IBD;14.8
032349562021092110;03234956;21/09/2021;5856;IBD;14.7
032401002021092110;03240100;21/09/2021;5856;IBD;13.4
032411702021092010;03241170;20/09/2021;5856;IBD;14.3
032342152021092010;03234215;20/09/2021;5856;IBD;15.6
032339802021092010;03233980;20/09/2021;5856;IBD;15.4
032286902021091710;03228690;17/09/2021;5856;IBD;15.4
032310652021091510;03231065;15/09/2021;5856;IBD;17
032472102021091410;03247210;14/09/2021;5856;IBD;13.8
032463002021091410;03246300;14/09/2021;5856;IBD;16.1
032260002021090910;03226000;09/09/2021;5856;IBD;14.4
041237602021090910;04123760;09/09/2021;5856;IBD;16.5
032317402021090810;03231740;08/09/2021;5856;IBD;13.2
032320802021090810;03232080;08/09/2021;5856;IBD;15.2
041237552021090810;04123755;08/09/2021;5856;IBD;14.4
041156752021090710;04115675;07/09/2021;5856;IBD;15
032324502021090710;03232450;07/09/2021;5856;IBD;14.7
032263002021090710;03226300;07/09/2021;5856;IBD;16
041155802021090610;04115580;06/09/2021;5856;IBD;15
031788352021090310;03178835;03/09/2021;5856;IBD;15.2
031740002021090210;03174000;02/09/2021;5856;IBD;14
031903002021090110;03190300;01/09/2021;5856;IBD;15.8
032484012021082510;03248401;25/08/2021;5856;IBD;13.2
032504302021082510;03250430;25/08/2021;5856;IBD;12.2
032551802021082410;03255180;24/08/2021;5856;IBD;16
032556502021082410;03255650;24/08/2021;5856;IBD;12.7
032504752021082410;03250475;24/08/2021;5856;IBD;15.6
032555802021082410;03255580;24/08/2021;5856;IBD;12.1
032507972021082410;03250797;24/08/2021;5856;IBD;13.9
032547702021082310;03254770;23/08/2021;5856;IBD;13
032537802021082310;03253780;23/08/2021;5856;IBD;13
031750002021081810;03175000;18/08/2021;5856;IBD;14.6
031746952021081810;03174695;18/08/2021;5856;IBD;13.8
032266402021081110;03226640;11/08/2021;5856;IBD;15.1
032272962021081110;03227296;11/08/2021;5856;IBD;14.9
032265402021081110;03226540;11/08/2021;5856;IBD;15.5
032314902021081010;03231490;10/08/2021;5856;IBD;15
032451002021081010;03245100;10/08/2021;5856;IBD;14.9
032469202021080910;03246920;09/08/2021;5856;IBD;13.6
031786602021080710;03178660;07/08/2021;5856;IBD;15.9
032271002021080510;03227100;05/08/2021;5856;IBD;15.2
041110002021072710;04111000;27/07/2021;5856;IBD;13
032726852021072310;03272685;23/07/2021;5856;IBD;8.2
032659932021072210;03265993;22/07/2021;5856;IBD;13.8
032656002021072210;03265600;22/07/2021;5856;IBD;6.5
032649652021072210;03264965;22/07/2021;5856;IBD;7.5
032142402021072110;03214240;21/07/2021;5856;IBD;15.7
032640002021072110;03264000;21/07/2021;5856;IBD;13.1
032710002021072110;03271000;21/07/2021;5856;IBD;11.2
032160002021072110;03216000;21/07/2021;5856;IBD;15.4
032174002021072010;03217400;20/07/2021;5856;IBD;13.6
032616002021072010;03261600;20/07/2021;5856;IBD;18.8
032694382021072010;03269438;20/07/2021;5856;IBD;13.7
032703902021072010;03270390;20/07/2021;5856;IBD;14
032700002021072010;03270000;20/07/2021;5856;IBD;14.6
032578002021072010;03257800;20/07/2021;5856;IBD;7.3
032170002021072010;03217000;20/07/2021;5856;IBD;14.3
032719652021071910;03271965;19/07/2021;5856;IBD;10.8
032714152021071910;03271415;19/07/2021;5856;IBD;13
032657102021071910;03265710;19/07/2021;5856;IBD;14.1
041107002021070610;04110700;06/07/2021;5856;IBD;14.6
041231002021070610;04123100;06/07/2021;5856;IBD;16.8
031801002021060210;03180100;02/06/2021;5856;IBD;15.1
032224182021050710;03222418;07/05/2021;5856;IBD;15.2
032232002021050610;03223200;06/05/2021;5856;IBD;16.4
032227802021050610;03222780;06/05/2021;5856;IBD;15.4
032215002021050610;03221500;06/05/2021;5856;IBD;16
031985302021050510;03198530;05/05/2021;5856;IBD;15.2
031970002021050510;03197000;05/05/2021;5856;IBD;16.4
032197802021050510;03219780;05/05/2021;5856;IBD;14.8
032022502021042910;03202250;29/04/2021;5856;IBD;15.5
032050002021042810;03205000;28/04/2021;5856;IBD;14.1
032040002021042810;03204000;28/04/2021;5856;IBD;17.7
032070202021042710;03207020;27/04/2021;5856;IBD;15
031992002021042310;03199200;23/04/2021;5856;IBD;15.3
031946202021042310;03194620;23/04/2021;5856;IBD;15.1
031780002021042210;03178000;22/04/2021;5856;IBD;15.6
031917002021042210;03191700;22/04/2021;5856;IBD;14.6
031769452021042110;03176945;21/04/2021;5856;IBD;16
032726852020101610;03272685;16/10/2020;5856;IBD;12
031903002020100610;03190300;06/10/2020;5856;IBD;15.7
031740002020100610;03174000;06/10/2020;5856;IBD;12.7
032310002020092810;03231000;28/09/2020;5856;IBD;14.8
031740002020092210;03174000;22/09/2020;5856;IBD;13.3
032472102020091610;03247210;16/09/2020;5856;IBD;10.5
032469202020091510;03246920;15/09/2020;5856;IBD;14.4
031769452020090710;03176945;07/09/2020;5856;IBD;15.2
041237602020090310;04123760;03/09/2020;5856;IBD;20
032232002020090210;03223200;02/09/2020;5856;IBD;16
031992002020090210;03199200;02/09/2020;5856;IBD;16
041231002020090210;04123100;02/09/2020;5856;IBD;14.7
032142402020090110;03214240;01/09/2020;5856;IBD;16.2
032170002020090110;03217000;01/09/2020;5856;IBD;14.8
041107002020090110;04110700;01/09/2020;5856;IBD;15.6
041155802020090110;04115580;01/09/2020;5856;IBD;14.9
041156752020090110;04115675;01/09/2020;5856;IBD;15.3
032551802020082710;03255180;27/08/2020;5856;IBD;15.4
032555802020082710;03255580;27/08/2020;5856;IBD;14.1
032556502020082610;03255650;26/08/2020;5856;IBD;12.9
032459702020080610;03245970;06/08/2020;5856;IBD;14.8
032463002020080610;03246300;06/08/2020;5856;IBD;15.7
032451002020080610;03245100;06/08/2020;5856;IBD;15.6
032415902020080510;03241590;05/08/2020;5856;IBD;14.1
032411702020080510;03241170;05/08/2020;5856;IBD;16.1
032346502020080510;03234650;05/08/2020;5856;IBD;14.3
032363952020080510;03236395;05/08/2020;5856;IBD;13.1
032419572020080510;03241957;05/08/2020;5856;IBD;13.3
032349562020080510;03234956;05/08/2020;5856;IBD;14.3
032537802020080510;03253780;05/08/2020;5856;IBD;12.2
032339802020080410;03233980;04/08/2020;5856;IBD;14.9
032578002020080410;03257800;04/08/2020;5856;IBD;13.4
032401002020080410;03240100;04/08/2020;5856;IBD;13.5
032342152020080410;03234215;04/08/2020;5856;IBD;15.6
032310652020073010;03231065;30/07/2020;5856;IBD;17
032314902020072910;03231490;29/07/2020;5856;IBD;13.3
032324502020072810;03232450;28/07/2020;5856;IBD;14.9
032320802020072810;03232080;28/07/2020;5856;IBD;15.1
041110002020072810;04111000;28/07/2020;5856;IBD;14.5
032317402020072710;03231740;27/07/2020;5856;IBD;13.4
032659932020072310;03265993;23/07/2020;5856;IBD;12.7
032657102020072310;03265710;23/07/2020;5856;IBD;13.1
032656002020072210;03265600;22/07/2020;5856;IBD;10.9
032507972020072210;03250797;22/07/2020;5856;IBD;13.5
032504302020072210;03250430;22/07/2020;5856;IBD;13.2
032504752020072210;03250475;22/07/2020;5856;IBD;10.7
032700002020072110;03270000;21/07/2020;5856;IBD;11.9
032649652020072110;03264965;21/07/2020;5856;IBD;8.5
032703902020072110;03270390;21/07/2020;5856;IBD;11.1
032484012020072110;03248401;21/07/2020;5856;IBD;10.8
032710002020072010;03271000;20/07/2020;5856;IBD;11.3
032694382020071010;03269438;10/07/2020;5856;IBD;12.8
032022502020070910;03202250;09/07/2020;5856;IBD;12.5
032040002020070910;03204000;09/07/2020;5856;IBD;13.9
032050002020070910;03205000;09/07/2020;5856;IBD;15.2
032714152020070810;03271415;08/07/2020;5856;IBD;12.1
032367302020070810;03236730;08/07/2020;5856;IBD;14.3
032070202020070810;03207020;08/07/2020;5856;IBD;15.2
032719652020070710;03271965;07/07/2020;5856;IBD;13.3
032616002020063010;03261600;30/06/2020;5856;IBD;17.6
032640002020062910;03264000;29/06/2020;5856;IBD;13.2
032263002020061810;03226300;18/06/2020;5856;IBD;16.2
031801002020061810;03180100;18/06/2020;5856;IBD;15.6
032272962020061810;03227296;18/06/2020;5856;IBD;15.3
031917002020061610;03191700;16/06/2020;5856;IBD;14.2
032266402020061610;03226640;16/06/2020;5856;IBD;15.7
032265402020061610;03226540;16/06/2020;5856;IBD;13.3
032260002020061610;03226000;16/06/2020;5856;IBD;16.3
031946202020060310;03194620;03/06/2020;5856;IBD;14.7
032197802020060310;03219780;03/06/2020;5856;IBD;13.9
031970002020060310;03197000;03/06/2020;5856;IBD;14.7
031985302020060210;03198530;02/06/2020;5856;IBD;15.3
032224182020060210;03222418;02/06/2020;5856;IBD;14.5
032227802020053110;03222780;31/05/2020;5856;IBD;15.4
032215002020052910;03221500;29/05/2020;5856;IBD;14.8
031769452020052910;03176945;29/05/2020;5856;IBD;15.7
031746952020052910;03174695;29/05/2020;5856;IBD;13.4
031780002020052910;03178000;29/05/2020;5856;IBD;15.5
031750002020052910;03175000;29/05/2020;5856;IBD;15.5
031788352020052810;03178835;28/05/2020;5856;IBD;15.7
032120902020052710;03212090;27/05/2020;5856;IBD;15.9
031786602020052710;03178660;27/05/2020;5856;IBD;13.9
032160002020052710;03216000;27/05/2020;5856;IBD;12.7
032174002020052610;03217400;26/05/2020;5856;IBD;16
032346502019102510;03234650;25/10/2019;5856;IBD;15.6
032411702019102510;03241170;25/10/2019;5856;IBD;15.1
032401002019102510;03240100;25/10/2019;5856;IBD;17.2
032419572019102410;03241957;24/10/2019;5856;IBD;15.4
032339802019102410;03233980;24/10/2019;5856;IBD;12.1
032451002019101510;03245100;15/10/2019;5856;IBD;14.7
032349562019101510;03234956;15/10/2019;5856;IBD;14.4
031740002019101010;03174000;10/10/2019;5856;IBD;12.1
032342152019101010;03234215;10/10/2019;5856;IBD;16
031946202019100910;03194620;09/10/2019;5856;IBD;15.7
032339802019100810;03233980;08/10/2019;5856;IBD;15
032272962019100310;03227296;03/10/2019;5856;IBD;15.3
032271002019100310;03227100;03/10/2019;5856;IBD;15.8
032472102019100310;03247210;03/10/2019;5856;IBD;11.2
032469202019100210;03246920;02/10/2019;5856;IBD;15.9
032266402019100210;03226640;02/10/2019;5856;IBD;15.7
032263002019100210;03226300;02/10/2019;5856;IBD;15.8
032265402019100210;03226540;02/10/2019;5856;IBD;16.1
032463002019100110;03246300;01/10/2019;5856;IBD;15.8
032459702019100110;03245970;01/10/2019;5856;IBD;14.5
032260002019100110;03226000;01/10/2019;5856;IBD;15.4
032726852019091910;03272685;19/09/2019;5856;IBD;14.6
032719652019091810;03271965;18/09/2019;5856;IBD;12.3
032703902019091710;03270390;17/09/2019;5856;IBD;12.8
032694382019091710;03269438;17/09/2019;5856;IBD;11.2
032700002019091710;03270000;17/09/2019;5856;IBD;12.8
032484012019091310;03248401;13/09/2019;5856;IBD;12.9
032657102019091210;03265710;12/09/2019;5856;IBD;14.4
032659932019091210;03265993;12/09/2019;5856;IBD;14.2
032504752019091110;03250475;11/09/2019;5856;IBD;10.8
032656002019091110;03265600;11/09/2019;5856;IBD;13.9
032504302019091110;03250430;11/09/2019;5856;IBD;13.7
032363952019091010;03236395;10/09/2019;5856;IBD;11.7
032367302019091010;03236730;10/09/2019;5856;IBD;15
032649652019091010;03264965;10/09/2019;5856;IBD;12
032415902019091010;03241590;10/09/2019;5856;IBD;15.7
032714152019090610;03271415;06/09/2019;5856;IBD;13.2
032507972019083010;03250797;30/08/2019;5856;IBD;13.5
032556502019082910;03255650;29/08/2019;5856;IBD;12.6
032551802019082910;03255180;29/08/2019;5856;IBD;15.1
032555802019082710;03255580;27/08/2019;5856;IBD;14.6
032640002019082310;03264000;23/08/2019;5856;IBD;13.9
041231002019082210;04123100;22/08/2019;5856;IBD;13.5
031788352019082210;03178835;22/08/2019;5856;IBD;16
032543702019082210;03254370;22/08/2019;5856;IBD;10.5
031786602019082210;03178660;22/08/2019;5856;IBD;15.7
041107002019082110;04110700;21/08/2019;5856;IBD;14
032547702019082110;03254770;21/08/2019;5856;IBD;14.9
041156752019082010;04115675;20/08/2019;5856;IBD;14.6
041155802019082010;04115580;20/08/2019;5856;IBD;15.3
031780002019082010;03178000;20/08/2019;5856;IBD;15.5
041237602019081910;04123760;19/08/2019;5856;IBD;15.6
032320802019080810;03232080;08/08/2019;5856;IBD;15.5
032324502019080810;03232450;08/08/2019;5856;IBD;14.8
032224182019080810;03222418;08/08/2019;5856;IBD;14.1
032317402019080810;03231740;08/08/2019;5856;IBD;14.5
